1024,7,65536,12,True,8
65536,7,131072,9,False,13
512,7,262144,2,True,14
4096,7,262144,9,False,13
65536,7,524288,11,True,11
16384,7,1048576,10,True,7
1024,7,2097152,11,False,13
4096,7,2097152,8,True,10
8192,7,2097152,10,True,6
4096,15,65536,7,False,13
32768,15,65536,12,False,16
2048,15,131072,1,False,24
8192,15,131072,6,False,31
32768,15,131072,6,False,16
512,15,262144,1,False,25
8192,15,262144,12,True,7
1024,15,524288,6,True,7
2048,15,524288,12,False,13
1024,15,2097152,1,False,19
4096,15,2097152,4,True,8
32768,15,2097152,12,True,8
4096,15,4194304,6,True,8
32768,15,4194304,9,True,7
2048,30,65536,4,False,15
2048,30,65536,7,True,11
8192,30,65536,2,True,7
65536,30,65536,11,True,7
2048,30,131072,7,True,7
4096,30,131072,11,False,13
65536,30,131072,1,True,11
512,30,262144,3,False,17
1024,30,524288,1,True,13
1024,30,524288,4,False,14
16384,30,524288,2,False,16
1024,30,1048576,5,False,17
4096,30,1048576,11,True,10
16384,30,1048576,4,False,12
16384,30,1048576,11,True,9
32768,30,1048576,3,False,13
16384,30,2097152,7,True,9
16384,30,2097152,7,False,13
512,30,4194304,6,True,10
8192,30,4194304,7,True,8
65536,30,4194304,9,True,8
4096,60,65536,7,True,7
32768,60,131072,3,True,7
512,60,262144,8,False,14
4096,60,262144,12,True,11
65536,60,262144,1,False,14
2048,60,524288,10,True,8
65536,60,1048576,7,True,7
8192,60,2097152,9,True,8
65536,60,2097152,1,True,7
1024,60,4194304,10,False,14
65536,60,4194304,4,False,16
16384,128,65536,6,False,14
1024,128,131072,7,True,10
2048,128,131072,10,False,13
32768,128,131072,2,True,11
512,128,262144,8,False,14
8192,128,262144,10,False,16
65536,128,262144,2,True,10
16384,128,524288,3,False,12
65536,128,524288,1,False,16
2048,128,1048576,3,True,7
4096,128,1048576,12,True,9
65536,128,2097152,8,False,12
2048,256,65536,8,False,15
16384,256,65536,9,False,16
2048,256,131072,1,False,25
2048,256,262144,11,False,14
16384,256,262144,4,False,17
512,256,524288,6,True,12
16384,256,1048576,5,True,8
512,512,65536,12,False,13
32768,512,65536,1,False,16
65536,512,65536,6,True,6
8192,512,131072,1,False,15
8192,512,131072,9,True,8
16384,512,131072,2,True,8
512,512,262144,1,True,13
16384,512,262144,1,True,8
512,512,524288,8,False,14
4096,512,524288,2,False,16
16384,512,524288,9,True,10
65536,512,524288,6,True,7
4096,512,1048576,2,True,7
8192,512,1048576,11,False,13
1024,512,4194304,1,False,19
1024,512,4194304,2,False,16
32768,1024,65536,10,False,13
4096,1024,131072,3,False,15
4096,1024,131072,9,False,17
8192,1024,131072,3,False,16
65536,1024,131072,1,False,17
4096,1024,262144,3,False,14
1024,1024,2097152,11,False,16
4096,1024,2097152,12,False,17
16384,1024,2097152,2,False,17
512,1024,4194304,4,True,9
