1024,1024,4194304,8,True,16
4096,1024,4194304,4,True,16
512,512,4194304,1,True,17
512,1024,2097152,4,True,16
16384,1024,2097152,12,True,16
1024,512,2097152,12,True,16
16384,512,2097152,2,True,17
65536,512,2097152,1,True,18
4096,1024,1048576,2,True,17
512,128,4194304,10,True,16
4096,256,2097152,10,True,16
2048,512,1048576,1,True,19
65536,128,2097152,8,True,17
512,256,1048576,6,True,18
65536,256,1048576,10,True,16
2048,128,1048576,1,True,20
32768,128,1048576,2,True,19
1024,256,524288,4,True,19
4096,1024,131072,2,True,19
8192,1024,131072,12,True,16
512,30,4194304,10,True,16
2048,30,4194304,10,True,16
8192,30,4194304,12,True,16
65536,60,2097152,12,True,16
4096,128,524288,2,True,20
512,256,262144,1,True,21
32768,256,262144,2,True,20
32768,256,262144,6,True,19
1024,60,1048576,6,True,19
4096,60,1048576,8,True,19
4096,512,65536,12,True,17
512,15,2097152,10,True,18
32768,15,2097152,10,True,18
65536,7,4194304,4,True,19
512,128,131072,4,True,20
2048,256,65536,6,True,19
2048,30,524288,4,True,20
8192,60,262144,4,True,20
16384,60,262144,8,True,20
16384,60,262144,12,True,18
512,15,524288,4,True,21
2048,15,524288,6,True,20
8192,15,524288,4,True,21
512,30,262144,1,True,23
1024,30,262144,12,True,19
4096,30,262144,4,True,21
65536,30,262144,10,True,20
512,60,131072,1,True,23
8192,60,131072,1,True,23
512,30,131072,10,True,21
8192,30,131072,12,True,20
16384,30,131072,12,True,20
4096,30,65536,2,True,23
16384,15,65536,8,True,22
8192,7,131072,10,True,22
512,7,65536,1,True,24
