4096,1024,4194304,10,True,175
8192,1024,4194304,1,True,177
4096,512,4194304,2,True,177
4096,512,4194304,10,True,175
8192,512,4194304,2,True,177
32768,512,4194304,1,True,178
2048,1024,2097152,4,True,177
2048,512,2097152,4,True,178
65536,1024,1048576,10,True,176
4096,128,4194304,1,True,181
8192,128,4194304,12,True,175
8192,256,2097152,12,True,176
65536,256,2097152,8,True,178
1024,512,1048576,6,True,179
1024,1024,524288,4,True,179
16384,1024,524288,12,True,176
512,128,2097152,8,True,178
1024,128,2097152,6,True,179
2048,128,2097152,12,True,176
1024,256,1048576,4,True,182
1024,256,1048576,10,True,178
1024,512,524288,1,True,184
4096,512,524288,6,True,180
512,1024,262144,10,True,177
4096,1024,262144,2,True,181
32768,1024,262144,12,True,175
512,128,1048576,8,True,176
32768,128,1048576,2,True,185
512,256,524288,2,True,184
8192,256,524288,10,True,177
1024,512,262144,10,True,178
4096,512,262144,2,True,184
8192,512,262144,8,True,180
32768,512,262144,1,True,186
8192,1024,131072,2,True,184
32768,1024,131072,1,True,187
1024,60,2097152,6,True,185
2048,60,2097152,1,True,196
4096,60,2097152,4,True,190
8192,60,2097152,2,True,194
2048,128,524288,12,True,181
32768,128,524288,8,True,189
2048,512,131072,1,True,198
2048,512,131072,6,True,190
32768,512,131072,4,True,194
65536,512,131072,4,True,195
512,15,4194304,4,True,197
8192,15,4194304,10,True,189
32768,15,4194304,8,True,191
4096,30,2097152,12,True,186
8192,30,2097152,1,True,203
2048,60,1048576,1,True,204
8192,60,1048576,4,True,198
16384,60,1048576,1,True,205
16384,60,1048576,2,True,201
2048,128,262144,12,True,187
16384,128,262144,2,True,204
16384,128,262144,6,True,202
4096,256,131072,2,True,204
32768,256,131072,6,True,201
1024,30,1048576,12,True,188
16384,30,1048576,2,True,203
1024,60,524288,6,True,200
2048,256,65536,1,True,215
2048,256,65536,4,True,203
65536,256,65536,2,True,205
65536,256,65536,8,True,199
512,15,1048576,10,True,199
2048,15,1048576,4,True,203
32768,15,1048576,12,True,190
512,30,524288,6,True,201
2048,30,524288,12,True,191
32768,30,524288,10,True,198
512,7,2097152,8,True,200
1024,7,2097152,1,True,214
32768,7,2097152,12,True,193
1024,15,524288,8,True,202
2048,15,524288,8,True,201
8192,15,524288,8,True,201
65536,15,524288,4,True,207
65536,15,524288,8,True,202
4096,30,262144,12,True,194
512,60,131072,4,True,209
8192,60,131072,8,True,201
1024,7,1048576,1,True,217
8192,7,1048576,2,True,207
65536,7,1048576,2,True,212
2048,15,262144,1,True,218
8192,30,131072,8,True,203
16384,30,131072,4,True,211
512,30,65536,6,True,209
1024,30,65536,2,True,213
1024,30,65536,8,True,204
16384,30,65536,12,True,198
16384,7,262144,2,True,214
2048,15,65536,12,True,199
16384,15,65536,6,True,210
2048,7,131072,8,True,210
16384,7,131072,6,True,211
